Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond NO or no.
2453,,2,2,NO
2454,,4,4,NO
2455,,5,5,NO
2456,,2,2,NO
2457,,5,5,NO
2458,,3,3,No
2459,,1,1,NO
2460,5,5,5,NO
2461,3,3,3,NO
2462,4,2,2,NO
2463,5,2,2,NO
2464,2,4,4,NO
2465,5,4,4,NO
2466,1,3,3,NO
2467,3,5,5,No
2468,5,3,3,NO
2469,3,1,1,No
2470,5,5,5,NO
2471,2,5,5,NO
2472,4,2,2,No
2473,3,1,1,NO
2474,1,5,5,NO
2475,5,2,2,NO
2476,2,3,3,NO
2477,4,,,No
2478,5,5,5,NO
2479,2,3,3,NO
2480,5,4,4,NO
2481,3,5,5,No
2482,1,2,2,NO
2483,5,5,5,NO
2484,3,1,1,NO
2485,2,3,3,NO
2486,2,5,5,No
2487,4,3,3,NO
2488,4,5,5,NO
2489,3,2,2,NO
2490,5,4,4,NO
2491,3,3,3,No
2492,1,1,1,NO
2493,5,5,5,NO
2494,5,2,2,NO
2495,2,4,4,NO
2496,1,5,5,NO
2497,5,2,2,NO
2498,2,5,5,No
2499,3,3,3,NO
2500,5,1,1,NO
2501,3,5,5,NO
2502,4,3,3,NO
2503,5,2,2,NO
2504,2,2,2,NO
2505,5,4,4,NO
2506,1,4,4,NO
2507,3,3,3,No
2508,5,5,5,NO
2509,3,3,3,No
2510,5,1,1,NO
2511,2,5,5,NO
2512,4,5,5,No
2513,3,2,2,NO
2514,1,1,1,NO
2515,5,5,5,NO
2516,2,2,2,NO
2517,4,3,3,No
2518,5,5,5,NO
2519,2,3,3,NO
2520,5,4,4,NO
2521,3,5,5,No
2522,1,2,2,NO
2523,5,5,5,NO
2524,3,1,1,NO
2525,2,3,3,NO
2526,2,5,5,No
2527,4,3,3,NO
2528,4,5,5,NO
2529,3,2,2,NO
2530,5,4,4,NO
2531,3,3,3,No
2532,1,1,1,NO
2533,5,5,5,NO
2534,5,2,2,NO
2535,2,4,4,NO
2536,1,5,5,NO
2537,5,2,2,NO
2538,2,5,5,No
2539,3,3,3,NO
2540,5,1,1,NO
2541,3,5,5,NO
2542,4,3,3,NO
2543,5,2,2,NO
2544,2,2,2,NO
2545,5,4,4,NO
2546,1,4,4,NO
2547,3,3,3,No
2548,5,5,5,NO
2549,3,3,3,No
2550,5,1,1,NO
2551,2,5,5,NO
2552,4,5,5,No
2553,3,2,2,NO
2554,1,1,1,NO
2555,5,5,5,NO
2556,2,2,2,NO
2557,4,3,3,No
2558,5,5,5,NO
2559,2,3,3,NO
2560,5,4,4,NO
2561,3,5,5,No
2562,1,2,2,NO
2563,5,5,5,NO
2564,3,1,1,NO
2565,2,3,3,NO
2566,2,5,5,No
2567,4,3,3,NO
2568,4,5,5,NO
2569,3,2,2,NO
2570,5,4,4,NO
2571,3,3,3,No
2572,1,1,1,NO
2573,5,5,5,NO
2574,5,2,2,NO
2575,2,4,4,NO
2576,1,5,5,NO
2577,5,2,2,NO
2578,2,5,5,No
2579,3,3,3,NO
2580,5,1,1,NO
2581,3,5,5,NO
2582,4,3,3,NO
2583,5,2,2,NO
2584,2,2,2,NO
2585,5,4,4,NO
2586,1,4,4,NO
2587,3,3,3,No
2588,5,5,5,NO
2589,3,3,3,No
2590,5,1,1,NO
2591,2,5,5,NO
2592,4,5,5,No
2593,3,2,2,NO
2594,1,1,1,NO
2595,5,5,5,NO
2596,2,2,2,NO
2597,4,3,3,No
2598,5,5,5,NO
2599,2,3,3,NO
2600,5,4,4,NO
2601,3,5,5,No
2602,1,2,2,NO
2603,5,5,5,NO
2604,3,1,1,NO
2605,2,3,3,NO
2606,2,5,5,No
2607,4,3,3,NO
2608,4,5,5,NO
2609,3,2,2,NO
2610,5,4,4,NO
2611,3,3,3,No
2612,1,1,1,NO
2613,5,5,5,NO
2614,5,2,2,NO
2615,2,4,4,NO
2616,1,5,5,NO
2617,5,2,2,NO
2618,2,5,5,No
2619,3,3,3,NO
2620,,1,1,
2621,5,5,5,
2622,3,3,3,
2623,4,2,2,
2624,5,2,2,
2625,2,4,4,
2626,5,4,4,
2627,1,3,3,
2628,3,5,5,
2629,5,3,3,
2630,3,1,1,
2631,5,5,5,
2632,2,5,5,
2633,4,2,2,
2634,3,1,1,
2635,1,5,5,
2636,5,2,2,
2637,2,3,3,
2638,4,,,
2639,5,,,
2640,2,,,
2641,5,,,
2642,3,,,
2643,1,,,
2644,5,,,
2645,3,,,
2646,2,,,
2647,2,,,
2648,4,,,
2649,4,,,
2650,3,,5,
2651,5,,3,
2652,3,5,4,
2653,1,3,5,
2654,5,4,2,
2655,5,5,5,
2656,2,2,1,
2657,1,5,3,
2658,5,1,5,
2659,2,3,3,
2660,3,5,5,
2661,5,3,2,
2662,3,5,4,
2663,4,2,3,
2664,5,4,1,
2665,2,3,5,
2666,5,1,2,
2667,1,5,4,
2668,3,2,5,
2669,5,4,2,
2670,3,5,5,
2671,5,2,3,
2672,2,5,1,
2673,4,3,5,
2674,3,1,3,
2675,1,5,2,
2676,5,3,2,
2677,2,2,4,
2678,4,2,4,
2679,5,4,3,
2680,2,4,5,
2681,5,3,3,
2682,3,5,1,
2683,1,3,5,
2684,5,1,5,
2685,3,5,2,
2686,2,5,1,
2687,2,2,5,
2688,4,1,2,
2689,4,5,3,
2690,3,2,5,
2691,5,3,3,
2692,3,5,4,
2693,1,3,5,
2694,5,4,2,
2695,5,5,5,
2696,2,2,1,
2697,1,5,3,
2698,5,1,5,
2699,2,3,3,
2700,3,5,5,
2701,5,3,2,
2702,3,5,4,
2703,4,2,3,NO
2704,5,4,1,NO
2705,2,3,5,NO
2706,5,1,2,NO
2707,1,5,4,NO
2708,3,2,5,NO
2709,5,4,2,NO
2710,3,5,5,No
2711,5,2,3,NO
2712,2,5,1,No
2713,4,3,5,NO
2714,3,1,3,NO
2715,1,5,2,No
2716,5,3,2,NO
2717,2,2,4,NO
2718,4,2,4,NO
2719,5,4,3,NO
2720,2,4,5,No
2721,5,3,3,NO
2722,3,5,1,NO
2723,1,3,5,NO
2724,5,1,5,No
2725,3,5,2,NO
2726,2,5,1,NO
2727,2,2,5,NO
2728,4,1,2,NO
2729,4,5,3,No
2730,3,2,5,NO
2731,5,3,3,NO
2732,3,5,4,NO
2733,1,3,5,NO
2734,5,4,2,No
2735,5,5,5,NO
2736,2,2,1,NO
2737,1,5,3,NO
2738,5,1,5,NO
2739,2,3,3,NO
2740,3,5,5,NO
2741,5,3,2,No
2742,3,5,4,NO
2743,4,2,3,NO
2744,5,4,1,NO
2745,2,3,5,NO
2746,5,1,2,NO
2747,1,5,4,NO
2748,3,2,5,NO
2749,5,4,2,NO
2750,3,5,5,No
2751,5,2,3,NO
2752,2,5,1,No
2753,4,3,5,NO
2754,3,1,3,NO
2755,1,5,2,No
2756,5,3,2,NO
2757,2,2,4,NO
2758,4,2,4,NO
2759,5,4,3,NO
2760,2,4,5,No
2761,5,3,3,NO
2762,3,5,1,NO
2763,1,3,5,NO
2764,5,1,5,No
2765,3,5,2,NO
2766,2,5,1,NO
2767,2,2,5,NO
2768,4,1,2,NO
2769,4,5,3,No
2770,3,2,5,NO
2771,5,3,3,NO
2772,3,5,4,NO
2773,1,3,5,NO
2774,5,4,2,No
2775,5,5,5,NO
2776,2,2,1,NO
2777,1,5,3,NO
2778,5,1,5,NO
2779,2,3,3,NO
2780,3,5,5,NO
2781,,3,2,No
2782,5,5,4,NO
2783,3,2,3,NO
2784,4,4,1,NO
2785,5,3,5,NO
2786,2,1,2,NO
2787,5,5,4,NO
2788,1,2,5,NO
2789,3,4,2,NO
2790,5,5,5,No
2791,3,2,3,NO
2792,5,5,1,No
2793,2,3,5,NO
2794,4,1,3,NO
2795,3,5,2,No
2796,1,3,2,NO
2797,5,2,4,NO
2798,2,2,4,NO
2799,4,4,3,NO
2800,5,4,5,No
2801,2,3,3,NO
2802,5,5,1,NO
2803,3,3,5,NO
2804,1,1,5,No
2805,5,5,2,NO
2806,3,5,1,NO
2807,2,2,5,NO
2808,2,1,2,NO
2809,4,5,3,No
2810,4,2,,NO
2811,3,3,,NO
2812,5,,,NO
2813,3,,,NO
2814,1,,,No
2815,4,4,4,NO
2816,3,3,3,NO
2817,1,1,1,NO
2818,5,5,5,NO
2819,2,2,2,NO
2820,4,4,4,NO
2821,5,5,5,No
2822,2,2,2,NO
2823,5,5,5,NO
2824,3,3,3,NO
2825,1,1,1,NO
2826,5,5,5,NO
2827,3,3,3,NO
2828,2,2,2,NO
2829,2,2,2,NO
2830,4,4,4,No
2831,4,4,4,NO
2832,3,3,3,No
2833,5,5,5,NO
2834,3,3,3,NO
2835,1,1,1,No
2836,5,5,5,NO
2837,5,5,5,NO
2838,2,2,2,NO
2839,1,1,1,NO
2840,5,5,5,No
2841,2,2,2,NO
2842,3,3,3,NO
2843,5,5,5,NO
2844,3,3,3,No
2845,4,4,4,NO
2846,5,5,5,NO
2847,2,2,2,NO
2848,5,5,5,NO
2849,1,1,1,No
2850,3,3,3,NO
2851,5,5,5,NO
2852,3,3,3,NO
2853,5,5,5,NO
2854,2,2,2,No
2855,4,4,4,NO
2856,3,3,3,NO
2857,1,1,1,NO
2858,5,5,5,NO
2859,2,2,2,NO
2860,4,4,4,NO
2861,5,5,5,No
2862,2,2,2,NO
2863,5,5,5,NO
2864,3,3,3,NO
2865,1,1,1,NO
2866,5,5,5,NO
2867,3,3,3,NO
2868,2,2,2,NO
2869,2,2,2,NO
2870,4,4,4,No
2871,4,4,4,NO
2872,3,3,3,No
2873,5,5,5,NO
2874,3,3,3,NO
2875,4,4,4,No
2876,3,3,3,NO
2877,1,1,1,NO
2878,5,5,5,NO
2879,2,2,2,NO
2880,4,4,4,No
2881,5,5,5,NO
2882,2,2,2,NO
2883,5,5,5,NO
2884,3,3,3,No
2885,1,1,1,NO
2886,5,5,5,NO
2887,3,3,3,NO
2888,2,2,2,NO
2889,2,2,2,No
2890,4,4,4,NO
2891,4,4,4,NO
2892,3,3,3,NO
2893,5,5,5,NO
2894,3,3,3,No
2895,1,1,1,NO
2896,5,5,5,NO
2897,5,5,5,NO
2898,2,2,2,NO
2899,1,1,1,NO
2900,5,5,5,NO
2901,2,2,2,No
2902,3,3,3,NO
2903,5,5,5,NO
2904,3,3,3,NO
2905,4,4,4,NO
2906,5,5,5,NO
2907,2,2,2,NO
2908,5,5,5,NO
2909,1,1,1,NO
2910,3,3,3,No
2911,5,5,5,NO
2912,3,3,3,No
2913,5,5,5,NO
2914,2,2,2,NO
2915,4,4,4,No
2916,3,3,3,NO
2917,1,1,1,NO
2918,5,5,5,NO
2919,2,2,2,NO
2920,4,4,4,No
2921,5,5,5,NO
2922,2,2,2,NO
2923,5,5,5,NO
2924,3,3,3,No
2925,1,1,1,NO
2926,5,5,5,NO
2927,3,3,3,NO
2928,2,2,2,NO
2929,2,2,2,No
2930,4,4,4,NO
2931,4,4,4,NO
2932,3,3,3,NO
2933,5,5,5,NO
2934,3,3,3,No
2935,1,1,1,NO
2936,5,5,5,NO
2937,5,5,5,NO
2938,2,2,2,NO
2939,1,1,1,NO
2940,5,5,5,NO
2941,2,2,2,No
2942,3,3,3,NO
2943,5,5,5,NO
2944,3,3,3,NO
2945,4,4,4,NO
2946,5,5,5,NO
2947,2,2,2,NO
2948,5,5,5,NO
2949,1,1,1,NO
2950,3,3,3,No
2951,5,5,5,NO
2952,3,3,3,No
2953,5,5,5,NO
2954,2,2,2,NO
2955,4,4,4,No
2956,3,3,3,NO
2957,1,1,1,NO
2958,5,5,5,NO
2959,2,2,2,NO
2960,4,4,4,No
2961,5,5,5,NO
2962,2,2,2,NO
2963,5,5,5,NO
2964,3,3,3,No
2965,1,1,1,NO
2966,5,5,5,NO
2967,3,3,3,NO
2968,2,2,2,NO
2969,2,2,2,No
2970,4,4,4,NO
2971,4,4,4,NO
2972,3,3,3,NO
2973,5,5,5,NO
2974,3,3,3,No
2975,1,1,1,NO
2976,5,5,5,NO
2977,5,5,5,NO
2978,2,2,2,NO
2979,1,1,1,NO
2980,5,5,5,NO
2981,2,2,2,No
2982,3,3,3,NO
2983,5,5,5,NO
2984,3,3,3,NO
2985,4,4,4,NO
2986,5,5,5,NO
2987,2,2,2,NO
2988,5,5,5,NO
2989,1,1,1,NO
2990,3,3,3,No
2991,5,5,5,NO
2992,3,3,3,No
2993,5,5,5,NO
2994,2,2,2,NO
2995,4,4,4,No
2996,3,3,3,NO
2997,1,1,1,NO
2998,5,5,5,NO
2999,2,2,2,NO
3000,4,4,4,No
3001,5,5,5,NO
3002,2,2,2,NO
3003,5,5,5,NO
3004,3,3,3,No
3005,1,1,1,NO
3006,5,5,5,NO
3007,3,3,3,NO
3008,2,2,2,NO
3009,2,2,2,No
3010,4,4,4,NO
3011,4,4,4,NO
3012,3,3,3,NO
3013,5,5,5,NO
3014,3,3,3,No
3015,1,1,1,NO
3016,5,5,5,NO
3017,5,5,5,NO
3018,2,2,2,NO
3019,1,1,1,NO
3020,5,5,5,NO
3021,2,2,2,No
3022,3,3,3,NO
3023,5,5,5,NO
3024,3,3,3,NO
3025,4,4,4,NO
3026,5,5,5,NO
3027,2,2,2,NO
3028,5,5,5,NO
3029,1,1,1,NO
3030,3,3,3,No
3031,5,5,5,NO
3032,3,3,3,No
3033,5,5,5,NO
3034,2,2,2,NO
3035,4,4,4,No
3036,3,3,3,NO
3037,1,1,1,NO
3038,5,5,5,NO
3039,2,2,2,NO
3040,4,4,4,No
3041,5,5,5,NO
3042,2,2,2,NO
3043,5,5,5,NO
3044,3,3,3,No
3045,1,1,1,NO
3046,5,5,5,NO
3047,3,3,3,NO
3048,2,2,2,NO
3049,2,2,2,No
3050,4,4,4,NO
3051,4,4,4,NO
3052,3,3,3,NO
3053,5,5,5,NO
3054,3,3,3,No
3055,1,1,1,NO
3056,5,5,5,NO
3057,5,5,5,NO
3058,2,2,2,NO
3059,1,1,1,NO
3060,5,5,5,NO
3061,2,2,2,No
3062,3,3,3,NO
3063,,5,5,NO
3064,,3,3,NO
3065,,4,4,NO
3066,,5,5,NO
3067,,2,2,NO
3068,,5,5,NO
3069,,1,1,NO
3070,,3,3,No
3071,,5,5,NO
3072,,3,3,No
3073,,5,5,NO
3074,,2,2,NO
3075,,4,4,No
3076,,3,3,NO
3077,,1,1,NO
3078,,5,5,NO
3079,,2,2,NO
3080,,4,4,No
3081,,5,5,NO
3082,,2,2,NO
3083,,5,5,NO
3084,,3,3,No
3085,,1,1,NO
3086,5,5,5,NO
3087,3,3,3,NO
3088,4,2,2,NO
3089,5,2,2,No
3090,2,4,4,NO
3091,5,4,4,NO
3092,1,3,3,NO
3093,3,5,5,NO
3094,5,3,3,No
3095,3,1,1,NO
3096,5,5,5,NO
3097,2,5,5,NO
3098,4,2,2,NO
3099,3,1,1,NO
3100,1,5,5,NO
3101,5,2,2,No
3102,2,3,3,NO
3103,4,,,NO
3104,5,5,5,NO
3105,2,3,3,No
3106,5,4,4,NO
3107,3,5,5,
3108,1,2,2,
3109,5,5,5,
3110,3,1,1,
3111,2,3,3,
3112,2,5,5,
3113,4,3,3,
3114,4,5,5,
3115,3,2,2,
3116,5,4,4,
3117,3,3,3,
3118,1,1,1,
3119,5,5,5,
3120,5,2,2,
3121,2,4,4,
3122,1,5,5,
3123,5,2,2,
3124,2,5,5,
3125,3,3,3,
3126,5,1,1,
3127,3,5,5,
3128,4,3,3,
3129,5,2,2,
3130,2,2,2,
3131,5,4,4,
3132,1,4,4,
3133,3,3,3,
3134,5,5,5,
3135,3,3,3,
3136,5,1,1,
3137,2,5,5,NO
3138,4,5,5,NO
3139,3,2,2,NO
3140,1,1,1,NO
3141,5,5,5,NO
3142,2,2,2,NO
3143,4,3,3,NO
3144,5,5,5,No
3145,2,3,3,NO
3146,5,4,4,No
3147,3,5,5,NO
3148,1,2,2,NO
3149,5,5,5,No
3150,3,1,1,NO
3151,2,3,3,NO
3152,2,5,5,NO
3153,4,3,3,NO
3154,4,5,5,No
3155,3,2,2,NO
3156,5,4,4,NO
3157,3,3,3,NO
3158,1,1,1,No
3159,5,5,5,NO
3160,5,2,2,NO
3161,2,4,4,NO
3162,1,5,5,NO
3163,5,2,2,No
3164,2,5,5,NO
3165,3,3,3,NO
3166,5,1,1,NO
3167,3,5,5,NO
3168,4,3,3,No
3169,5,2,2,NO
3170,2,2,2,NO
3171,5,4,4,NO
3172,1,4,4,NO
3173,3,3,3,NO
3174,5,5,5,NO
3175,3,3,3,No
3176,5,1,1,NO
3177,2,5,5,NO
3178,4,5,5,NO
3179,3,2,2,NO
3180,1,1,1,NO
3181,5,5,5,NO
3182,2,2,2,NO
3183,4,3,3,NO
3184,5,5,5,No
3185,2,3,3,NO
3186,5,4,4,No
3187,3,5,5,NO
3188,1,2,2,NO
3189,5,5,5,No
3190,3,1,1,NO
3191,2,3,3,NO
3192,2,5,5,NO
3193,4,3,3,NO
3194,4,5,5,No
3195,3,2,2,NO
3196,5,4,4,NO
3197,3,3,3,NO
3198,1,1,1,No
3199,5,5,5,NO
3200,5,2,2,NO
3201,2,4,4,NO
3202,1,5,5,NO
3203,5,2,2,No
3204,2,5,5,NO
3205,3,3,3,NO
3206,5,1,1,NO
3207,3,5,5,NO
3208,4,3,3,No
3209,5,2,2,NO
3210,2,2,2,NO
3211,5,4,4,NO
3212,1,4,4,NO
3213,3,3,3,NO
3214,5,5,5,NO
3215,3,3,3,No
3216,5,1,1,NO
3217,2,5,5,NO
3218,4,5,5,NO
3219,3,2,2,NO
3220,1,1,1,NO
3221,5,5,5,NO
3222,2,2,2,NO
3223,4,3,3,NO
3224,5,5,5,No
3225,2,3,3,NO
3226,5,4,4,No
3227,3,5,5,NO
3228,1,2,2,NO
3229,5,5,5,No
3230,3,1,1,NO
3231,2,3,3,NO
3232,2,5,5,NO
3233,4,3,3,NO
3234,4,5,5,No
3235,3,2,2,NO
3236,5,4,4,NO
3237,3,3,3,NO
3238,1,1,1,No
3239,5,5,5,NO
3240,5,2,2,NO
3241,2,4,4,NO
3242,1,5,5,NO
3243,5,2,2,No
3244,2,5,5,NO
3245,3,3,3,NO
3246,,1,1,NO
3247,5,5,5,NO
3248,3,3,3,No
3249,4,2,2,NO
3250,5,2,2,NO
3251,2,4,4,NO
3252,5,4,4,NO
3253,1,3,3,NO
3254,3,5,5,NO
3255,5,3,3,No
3256,3,1,1,NO
3257,5,5,5,NO
3258,2,5,5,NO
3259,4,2,2,NO
3260,3,1,1,NO
3261,1,5,5,NO
3262,5,2,2,NO
3263,2,3,3,NO
3264,4,,,No
3265,5,,,NO
3266,2,,,No
3267,5,,,NO
3268,3,,,NO
3269,1,,,No
3270,5,,,NO
3271,3,,,NO
3272,2,,,NO
3273,2,,,NO
3274,4,,,No
3275,4,,,NO
3276,3,,5,NO
3277,5,,3,NO
3278,3,5,4,No
3279,1,3,5,NO
3280,5,4,2,NO
3281,5,5,5,NO
3282,2,2,1,NO
3283,1,5,3,No
3284,5,1,5,NO
3285,2,3,3,NO
3286,3,5,5,NO
3287,5,3,2,NO
3288,3,5,4,No
3289,4,2,3,NO
3290,5,4,1,NO
3291,2,3,5,NO
3292,5,1,2,NO
3293,1,5,4,NO
3294,3,2,5,NO
3295,5,4,2,No
3296,3,5,5,NO
3297,5,2,3,NO
3298,2,5,1,NO
3299,4,3,5,NO
3300,3,1,3,NO
3301,1,5,2,NO
3302,5,3,2,NO
3303,2,2,4,NO
3304,4,2,4,No
3305,5,4,3,NO
3306,2,4,5,No
3307,5,3,3,NO
3308,3,5,1,NO
3309,1,3,5,No
3310,5,1,5,NO
3311,3,5,2,NO
3312,2,5,1,NO
3313,2,2,5,NO
3314,4,1,2,No
3315,4,5,3,NO
3316,3,2,5,NO
3317,5,3,3,NO
3318,3,5,4,No
3319,1,3,5,NO
3320,5,4,2,NO
3321,5,5,5,NO
3322,2,2,1,NO
3323,1,5,3,No
3324,5,1,5,NO
3325,2,3,3,NO
3326,3,5,5,NO
3327,5,3,2,NO
3328,3,5,4,No
3329,4,2,3,NO
3330,5,4,1,NO
3331,2,3,5,NO
3332,5,1,2,NO
3333,1,5,4,NO
3334,3,2,5,NO
3335,5,4,2,No
3336,3,5,5,NO
3337,5,2,3,NO
3338,2,5,1,NO
3339,4,3,5,NO
3340,3,1,3,NO
3341,1,5,2,NO
3342,5,3,2,NO
3343,2,2,4,NO
3344,4,2,4,No
3345,5,4,3,NO
3346,2,4,5,No
3347,5,3,3,NO
3348,3,5,1,NO
3349,1,3,5,No
3350,5,1,5,NO
3351,3,5,2,NO
3352,2,5,1,NO
3353,2,2,5,NO
3354,4,1,2,No
3355,4,5,3,NO
3356,3,2,5,NO
3357,5,3,3,NO
3358,3,5,4,No
3359,1,3,5,NO
3360,5,4,2,NO
3361,5,5,5,NO
3362,2,2,1,NO
3363,1,5,3,No
3364,5,1,5,NO
3365,2,3,3,NO
3366,3,5,5,NO
3367,5,3,2,NO
3368,3,5,4,No
3369,4,2,3,NO
3370,5,4,1,NO
3371,2,3,5,NO
3372,5,1,2,NO
3373,1,5,4,NO
3374,3,2,5,NO
3375,5,4,2,No
3376,3,5,5,NO
3377,5,2,3,NO
3378,2,5,1,NO
3379,4,3,5,NO
3380,3,1,3,NO
3381,1,5,2,NO
3382,5,3,2,NO
3383,2,2,4,NO
3384,4,2,4,No
3385,5,4,3,NO
3386,2,4,5,No
3387,5,3,3,NO
3388,3,5,1,NO
3389,1,3,5,No
3390,5,1,5,NO
3391,3,5,2,NO
3392,2,5,1,NO
3393,2,2,5,NO
3394,4,1,2,No
3395,4,5,3,NO
3396,3,2,5,NO
3397,5,3,3,NO
3398,3,5,4,No
3399,1,3,5,NO
3400,5,4,2,NO
3401,5,5,5,NO
3402,2,2,1,NO
3403,1,5,3,No
3404,5,1,5,NO
3405,2,3,3,NO
3406,3,5,5,NO
3407,,3,2,NO
3408,5,5,4,No
3409,3,2,3,NO
3410,4,4,1,NO
3411,5,3,5,NO
3412,2,1,2,NO
3413,5,5,4,NO
3414,1,2,5,NO
3415,3,4,2,No
3416,5,5,5,NO
3417,3,2,3,NO
3418,5,5,1,NO
3419,2,3,5,NO
3420,4,1,3,NO
3421,3,5,2,NO
3422,1,3,2,NO
3423,5,2,4,NO
3424,2,2,4,No
3425,4,4,3,NO
3426,5,4,5,No
3427,2,3,3,NO
3428,5,5,1,NO
3429,3,3,5,No
3430,1,1,5,NO
3431,5,5,2,NO
3432,3,5,1,NO
3433,2,2,5,NO
3434,2,1,2,No
3435,4,5,3,NO
3436,4,2,,NO
3437,3,3,,NO
3438,5,,,No
3439,3,,,NO
3440,1,,,NO
3441,5,3,4,NO
3442,3,4,3,NO
3443,4,5,2,No
3444,5,3,4,NO
3445,2,5,1,NO
3446,5,2,5,NO
3447,1,4,3,NO
3448,3,3,2,No
3449,5,1,3,NO
3450,3,5,3,NO
3451,5,3,4,NO
3452,2,2,5,NO
3453,4,5,3,NO
3454,3,4,2,NO
3455,1,5,1,No
3456,5,4,5,NO
3457,2,2,4,NO
3458,4,5,4,NO
3459,5,1,5,NO
3460,2,4,4,NO
3461,5,5,1,NO
3462,3,3,3,NO
3463,1,5,5,NO
3464,5,4,4,No
3465,3,3,2,NO
3466,2,3,4,No
3467,2,2,3,NO
3468,4,5,4,NO
3469,4,1,2,No
3470,3,4,5,NO
3471,5,5,4,NO
3472,3,3,4,NO
3473,1,2,5,NO
3474,5,5,1,No
3475,5,1,2,NO
3476,2,3,3,NO
3477,1,5,4,NO
3478,5,4,3,No
3479,2,2,4,NO
3480,3,3,2,NO
3481,5,5,5,NO
3482,3,3,3,NO
3483,4,4,4,No
3484,5,5,5,NO
3485,2,2,2,NO
3486,5,5,5,NO
3487,1,1,1,NO
3488,3,3,3,No
3489,5,5,5,NO
3490,3,3,3,NO
3491,5,5,5,NO
3492,2,2,2,NO
3493,4,4,4,NO
3494,3,3,3,NO
3495,1,1,1,No
3496,5,5,5,NO
3497,2,2,2,NO
3498,4,4,4,NO
3499,5,5,5,NO
3500,2,2,2,NO
3501,5,5,5,NO
3502,3,3,3,NO
3503,1,1,1,NO
3504,5,5,5,No
3505,3,3,3,NO
3506,2,2,2,No
3507,2,2,2,NO
3508,4,4,4,NO
3509,4,4,4,No
3510,3,3,3,NO
3511,5,5,5,NO
3512,3,3,3,NO
3513,1,1,1,NO
3514,5,5,5,No
3515,5,5,5,NO
3516,2,2,2,NO
3517,1,1,1,NO
3518,5,5,5,No
3519,2,2,2,NO
3520,3,3,3,NO
3521,5,5,5,NO
3522,3,3,3,NO
3523,4,4,4,No
3524,5,5,5,NO
3525,2,2,2,NO
3526,5,5,5,NO
3527,1,1,1,NO
3528,3,3,3,No
3529,5,5,5,NO
3530,3,3,3,NO
3531,5,5,5,NO
3532,2,2,2,NO
3533,4,4,4,NO
3534,3,3,3,NO
3535,1,1,1,No
3536,5,5,5,NO
3537,2,2,2,
3538,4,4,4,
3539,5,5,5,
3540,2,2,2,
3541,5,5,5,
3542,3,3,3,
3543,1,1,1,
3544,5,5,5,
3545,3,3,3,
3546,2,2,2,
3547,2,2,2,
3548,4,4,4,
3549,4,4,4,
3550,3,3,3,
3551,5,5,5,
3552,3,3,3,
3553,1,1,1,
3554,5,5,5,
3555,5,5,5,
3556,2,2,2,
3557,1,1,1,
3558,5,5,5,
3559,2,2,2,
3560,3,3,3,
3561,5,5,5,
3562,3,3,3,
3563,4,4,4,
3564,5,5,5,
3565,2,2,2,NO
3566,5,5,5,NO
3567,1,1,1,NO
3568,3,3,3,NO
3569,5,5,5,NO
3570,3,3,3,NO
3571,5,5,5,NO
3572,2,2,2,No
3573,4,4,4,NO
3574,3,3,3,No
3575,1,1,1,NO
3576,5,5,5,NO
3577,2,2,2,No
3578,4,4,4,NO
3579,5,5,5,NO
3580,2,2,2,NO
3581,5,5,5,NO
3582,3,3,3,No
3583,1,1,1,NO
3584,5,5,5,NO
3585,3,3,3,NO
3586,2,2,2,No
3587,2,2,2,NO
3588,4,4,4,NO
3589,4,4,4,NO
3590,3,3,3,NO
3591,5,5,5,No
3592,3,3,3,NO
3593,1,1,1,NO
3594,5,5,5,NO
3595,5,5,5,NO
3596,2,2,2,No
3597,1,1,1,NO
3598,5,5,5,NO
3599,2,2,2,NO
3600,3,3,3,NO
3601,5,5,5,NO
3602,3,3,3,NO
3603,4,4,4,No
3604,5,5,5,NO
3605,2,2,2,NO
3606,5,5,5,NO
3607,1,1,1,NO
3608,3,3,3,NO
3609,5,5,5,NO
3610,3,3,3,NO
3611,5,5,5,NO
3612,2,2,2,No
3613,4,4,4,NO
3614,3,3,3,No
3615,1,1,1,NO
3616,5,5,5,NO
3617,2,2,2,No
3618,4,4,4,NO
3619,5,5,5,NO
3620,2,2,2,NO
3621,5,5,5,NO
3622,3,3,3,No
3623,1,1,1,NO
3624,5,5,5,NO
3625,3,3,3,NO
3626,2,2,2,No
3627,2,2,2,NO
3628,4,4,4,NO
3629,4,4,4,NO
3630,3,3,3,NO
3631,5,5,5,No
3632,3,3,3,NO
3633,1,1,1,NO
3634,5,5,5,NO
3635,5,5,5,NO
3636,2,2,2,No
3637,1,1,1,NO
3638,5,5,5,NO
3639,2,2,2,NO
3640,3,3,3,NO
3641,5,5,5,NO
3642,3,3,3,NO
3643,4,4,4,No
3644,5,5,5,NO
3645,2,2,2,NO
3646,5,5,5,NO
3647,1,1,1,NO
3648,3,3,3,NO
3649,5,5,5,NO
3650,3,3,3,NO
3651,5,5,5,NO
3652,2,2,2,No
3653,4,4,4,NO
